47500	2
47501	2
47502	2
47503	2
47504	2
47505	2
47506	2
47507	2
47508	2
47509	2
47510	2
47511	2
47512	2
47513	2
47514	2
47515	2
47516	2
47517	2
47518	2
47519	2
47520	2
47521	2
47522	2
47523	2
47524	2
47525	2
47526	2
47527	2
47528	2
47529	2
47530	2
47531	2
47532	2
47533	2
47534	2
47535	2
47536	2
47537	2
47538	2
47539	2
47540	2
47541	2
47542	2
47543	2
47544	2
47545	2
47546	2
47547	2
47548	2
47549	2
47550	2
47551	2
47552	2
47553	2
47554	2
47555	2
47556	2
47557	2
47558	2
47559	2
47560	2
47561	2
47562	2
47563	2
47564	2
47565	2
47566	2
47567	2
47568	2
47569	2
47570	2
47571	2
47572	2
47573	2
47574	2
47575	2
47576	2
47577	2
47578	2
47579	2
47580	2
47581	2
47582	2
47583	2
47584	2
47585	2
47586	2
47587	2
47588	2
47589	2
47590	2
47591	2
47592	2
47593	2
47594	2
47595	2
47596	2
47597	2
47598	2
47599	2
47600	2
47601	2
47602	2
47603	2
47604	2
47605	2
47606	2
47607	2
47608	2
47609	2
47610	2
47611	2
47612	2
47613	2
47614	2
47615	2
47616	2
47617	2
47618	2
47619	2
47620	2
47621	2
47622	2
47623	2
47624	2
47625	2
47626	2
47627	2
47628	2
47629	2
47630	2
47631	2
47632	2
47633	2
47634	2
47635	2
47636	2
47637	2
47638	2
47639	2
47640	2
47641	2
47642	2
47643	2
47644	2
47645	2
47646	2
47647	2
47648	2
47649	2
47650	2
47651	2
47652	2
47653	2
47654	2
47655	2
47656	2
47657	2
47658	2
47659	2
47660	2
47661	2
47662	2
47663	2
47664	2
47665	2
47666	2
47667	2
47668	2
47669	2
47670	2
47671	2
47672	2
47673	2
47674	2
47675	2
47676	2
47677	2
47678	2
47679	2
47680	2
47681	2
47682	2
47683	2
47684	2
47685	2
47686	2
47687	2
47688	2
47689	2
47690	2
47691	2
47692	2
47693	2
47694	2
47695	2
47696	2
47697	2
47698	2
47699	2
47700	2
47701	2
47702	2
47703	2
47704	2
47705	2
47706	2
47707	2
47708	2
47709	2
47710	2
47711	2
47712	2
47713	2
47714	2
47715	2
47716	2
47717	2
47718	2
47719	2
47720	2
47721	2
47722	2
47723	2
47724	2
47725	2
47726	2
47727	2
47728	2
47729	2
47730	2
47731	2
47732	2
47733	2
47734	2
47735	2
47736	2
47737	2
47738	2
47739	2
47740	2
47741	2
47742	2
47743	2
47744	2
47745	2
47746	2
47747	2
47748	2
47749	2
47750	2
47751	2
47752	2
47753	2
47754	2
47755	2
47756	2
47757	2
47758	2
47759	2
47760	2
47761	2
47762	2
47763	2
47764	2
47765	2
47766	2
47767	2
47768	2
47769	2
47770	2
47771	2
47772	2
47773	2
47774	2
47775	2
47776	2
47777	2
47778	2
47779	2
47780	2
47781	2
47782	2
47783	2
47784	2
47785	2
47786	2
47787	2
47788	2
47789	2
47790	2
47791	2
47792	2
47793	2
47794	2
47795	2
47796	2
47797	2
47798	2
47799	2
47800	2
47801	2
47802	2
47803	2
47804	2
47805	2
47806	2
47807	2
47808	2
47809	2
47810	2
47811	2
47812	2
47813	2
47814	2
47815	2
47816	2
47817	2
47818	2
47819	2
47820	2
47821	2
47822	2
47823	2
47824	2
47825	2
47826	2
47827	2
47828	2
47829	2
47830	2
47831	2
47832	2
47833	2
47834	2
47835	2
47836	2
47837	2
47838	2
47839	2
47840	2
47841	2
47842	2
47843	2
47844	2
47845	2
47846	2
47847	2
47848	2
47849	2
47850	2
47851	2
47852	2
47853	2
47854	2
47855	2
47856	2
47857	2
47858	2
47859	2
47860	2
47861	2
47862	2
47863	2
47864	2
47865	2
47866	2
47867	2
47868	2
47869	2
47870	2
47871	2
47872	2
47873	2
47874	2
47875	2
47876	2
47877	2
47878	2
47879	2
47880	2
47881	2
47882	2
47883	2
47884	2
47885	2
47886	2
47887	2
47888	2
47889	2
47890	2
47891	2
47892	2
47893	2
47894	2
47895	2
47896	2
47897	2
47898	2
47899	2
47900	2
47901	2
47902	2
47903	2
47904	2
47905	2
47906	2
47907	2
47908	2
47909	2
47910	2
47911	2
47912	2
47913	2
47914	2
47915	2
47916	2
47917	2
47918	2
47919	2
47920	2
47921	2
47922	2
47923	2
47924	2
47925	2
47926	2
47927	2
47928	2
47929	2
47930	2
47931	2
47932	2
47933	2
47934	2
47935	2
47936	2
47937	2
47938	2
47939	2
47940	2
47941	2
47942	2
47943	2
47944	2
47945	2
47946	2
47947	2
47948	2
47949	2
47950	2
47951	2
47952	2
47953	2
47954	2
47955	2
47956	2
47957	2
47958	2
47959	2
47960	2
47961	2
47962	2
47963	2
47964	2
47965	2
47966	2
47967	2
47968	2
47969	2
47970	2
47971	2
47972	2
47973	2
47974	2
47975	2
47976	2
47977	2
47978	2
47979	2
47980	2
47981	2
47982	2
47983	2
47984	2
47985	2
47986	2
47987	2
47988	2
47989	2
47990	2
47991	2
47992	2
47993	2
47994	2
47995	2
47996	2
47997	2
47998	2
47999	2
48000	2
48001	2
48002	2
48003	2
48004	2
48005	2
48006	2
48007	2
48008	2
48009	2
48010	2
48011	2
48012	2
